'Elapsed time','ECG','Abdomen_1','Abdomen_2','Abdomen_3','Abdomen_4','Abdomen_5'
'0:31.677',-0.160,0.047,-0.015,-0.031,-0.027,-0.006
'0:31.678',-0.166,0.024,-0.015,-0.021,-0.015,0.013
'0:31.679',-0.156,-0.003,-0.015,-0.009,-0.003,0.035
'0:31.680',-0.150,-0.030,-0.015,0.003,0.010,0.054
'0:31.681',-0.159,-0.057,-0.015,0.012,0.020,0.070
'0:31.682',-0.165,-0.078,-0.017,0.021,0.027,0.082
'0:31.683',-0.160,-0.094,-0.017,0.026,0.031,0.090
'0:31.684',-0.156,-0.101,-0.019,0.026,0.030,0.091
'0:31.685',-0.156,-0.102,-0.021,0.023,0.026,0.087
'0:31.686',-0.161,-0.093,-0.022,0.016,0.016,0.076
'0:31.687',-0.162,-0.077,-0.025,0.006,0.004,0.061
'0:31.688',-0.151,-0.055,-0.027,-0.006,-0.011,0.040
'0:31.689',-0.145,-0.030,-0.028,-0.019,-0.026,0.018
'0:31.690',-0.148,-0.003,-0.028,-0.031,-0.039,-0.004
'0:31.691',-0.151,0.023,-0.029,-0.043,-0.052,-0.024
'0:31.692',-0.151,0.044,-0.029,-0.051,-0.060,-0.040
'0:31.693',-0.150,0.059,-0.028,-0.056,-0.065,-0.049
'0:31.694',-0.151,0.067,-0.027,-0.058,-0.065,-0.052
'0:31.695',-0.151,0.067,-0.026,-0.056,-0.060,-0.048
'0:31.696',-0.144,0.059,-0.025,-0.049,-0.052,-0.038
'0:31.697',-0.144,0.042,-0.023,-0.040,-0.041,-0.022
'0:31.698',-0.148,0.019,-0.021,-0.027,-0.027,-0.003
'0:31.699',-0.148,-0.007,-0.021,-0.014,-0.013,0.019
'0:31.700',-0.145,-0.035,-0.020,-0.001,0.001,0.040
'0:31.701',-0.145,-0.061,-0.020,0.011,0.013,0.059
'0:31.702',-0.143,-0.084,-0.019,0.019,0.021,0.072
'0:31.703',-0.141,-0.100,-0.020,0.024,0.026,0.081
'0:31.704',-0.134,-0.107,-0.022,0.026,0.027,0.085
'0:31.705',-0.130,-0.106,-0.023,0.023,0.023,0.081
'0:31.706',-0.128,-0.098,-0.025,0.016,0.015,0.069
'0:31.707',-0.128,-0.081,-0.025,0.007,0.003,0.054
'0:31.708',-0.130,-0.058,-0.027,-0.005,-0.011,0.035
'0:31.709',-0.127,-0.031,-0.028,-0.016,-0.026,0.015
'0:31.710',-0.126,-0.003,-0.028,-0.028,-0.039,-0.006
'0:31.711',-0.131,0.023,-0.028,-0.039,-0.051,-0.023
'0:31.712',-0.134,0.044,-0.028,-0.046,-0.059,-0.038
'0:31.713',-0.126,0.059,-0.028,-0.049,-0.065,-0.046
'0:31.714',-0.124,0.066,-0.028,-0.051,-0.065,-0.048
'0:31.715',-0.132,0.065,-0.029,-0.047,-0.059,-0.044
'0:31.716',-0.132,0.054,-0.028,-0.041,-0.052,-0.034
'0:31.717',-0.128,0.037,-0.028,-0.031,-0.041,-0.019
'0:31.718',-0.130,0.012,-0.028,-0.021,-0.028,-0.001
'0:31.719',-0.125,-0.015,-0.029,-0.009,-0.014,0.019
'0:31.720',-0.121,-0.043,-0.027,0.003,-0.001,0.037
'0:31.721',-0.123,-0.070,-0.027,0.014,0.011,0.053
'0:31.722',-0.126,-0.091,-0.027,0.023,0.019,0.064
'0:31.723',-0.129,-0.107,-0.026,0.028,0.024,0.070
'0:31.724',-0.130,-0.115,-0.026,0.029,0.024,0.071
'0:31.725',-0.133,-0.114,-0.027,0.027,0.019,0.066
'0:31.726',-0.135,-0.106,-0.029,0.021,0.011,0.055
'0:31.727',-0.135,-0.089,-0.032,0.010,-0.001,0.041
'0:31.728',-0.130,-0.068,-0.035,-0.003,-0.016,0.023
'0:31.729',-0.132,-0.042,-0.037,-0.017,-0.030,0.004
'0:31.730',-0.133,-0.015,-0.040,-0.031,-0.045,-0.016
'0:31.731',-0.129,0.010,-0.041,-0.043,-0.057,-0.035
'0:31.732',-0.127,0.031,-0.042,-0.052,-0.066,-0.049
'0:31.733',-0.129,0.046,-0.042,-0.057,-0.071,-0.058
'0:31.734',-0.130,0.054,-0.042,-0.059,-0.071,-0.062
'0:31.735',-0.124,0.053,-0.040,-0.055,-0.066,-0.058
'0:31.736',-0.118,0.046,-0.040,-0.049,-0.058,-0.048
'0:31.737',-0.119,0.030,-0.037,-0.039,-0.048,-0.033
'0:31.738',-0.122,0.007,-0.036,-0.026,-0.035,-0.013
'0:31.739',-0.120,-0.019,-0.037,-0.014,-0.021,0.008
'0:31.740',-0.118,-0.047,-0.037,-0.003,-0.009,0.028
'0:31.741',-0.117,-0.075,-0.037,0.006,0.002,0.045
'0:31.742',-0.116,-0.098,-0.040,0.012,0.010,0.059
'0:31.743',-0.112,-0.114,-0.040,0.017,0.016,0.066
'0:31.744',-0.107,-0.123,-0.042,0.017,0.019,0.066
'0:31.745',-0.109,-0.123,-0.042,0.012,0.017,0.060
'0:31.746',-0.113,-0.115,-0.043,0.006,0.014,0.045
'0:31.747',-0.117,-0.100,-0.044,-0.005,0.007,0.026
'0:31.748',-0.119,-0.078,-0.044,-0.016,-0.003,0.003
'0:31.749',-0.126,-0.052,-0.046,-0.028,-0.016,-0.021
'0:31.750',-0.123,-0.024,-0.046,-0.040,-0.029,-0.042
'0:31.751',-0.116,0.003,-0.046,-0.049,-0.043,-0.058
'0:31.752',-0.119,0.024,-0.046,-0.059,-0.055,-0.069
'0:31.753',-0.127,0.041,-0.046,-0.065,-0.065,-0.072
'0:31.754',-0.128,0.050,-0.045,-0.066,-0.069,-0.069
'0:31.755',-0.124,0.050,-0.044,-0.065,-0.069,-0.062
'0:31.756',-0.121,0.042,-0.042,-0.057,-0.063,-0.049
'0:31.757',-0.126,0.027,-0.039,-0.048,-0.052,-0.032
'0:31.758',-0.130,0.006,-0.036,-0.035,-0.037,-0.013
'0:31.759',-0.127,-0.020,-0.033,-0.020,-0.021,0.008
'0:31.760',-0.123,-0.045,-0.029,-0.006,-0.004,0.027
'0:31.761',-0.128,-0.070,-0.026,0.008,0.011,0.044
'0:31.762',-0.131,-0.089,-0.024,0.020,0.023,0.058
'0:31.763',-0.131,-0.103,-0.021,0.027,0.029,0.067
'0:31.764',-0.127,-0.109,-0.019,0.030,0.032,0.070
'0:31.765',-0.128,-0.107,-0.019,0.029,0.029,0.066
'0:31.766',-0.133,-0.098,-0.019,0.024,0.020,0.057
'0:31.767',-0.127,-0.081,-0.019,0.015,0.008,0.042
'0:31.768',-0.117,-0.059,-0.021,0.003,-0.007,0.024
'0:31.769',-0.123,-0.034,-0.021,-0.010,-0.023,0.003
'0:31.770',-0.129,-0.007,-0.023,-0.023,-0.037,-0.017
'0:31.771',-0.129,0.017,-0.023,-0.034,-0.050,-0.036
'0:31.772',-0.129,0.038,-0.023,-0.043,-0.058,-0.050
'0:31.773',-0.130,0.051,-0.023,-0.048,-0.064,-0.059
'0:31.774',-0.133,0.057,-0.023,-0.049,-0.063,-0.060
'0:31.775',-0.138,0.056,-0.021,-0.045,-0.059,-0.056
'0:31.776',-0.136,0.045,-0.019,-0.037,-0.051,-0.045
'0:31.777',-0.136,0.027,-0.017,-0.026,-0.037,-0.029
'0:31.778',-0.138,0.002,-0.015,-0.013,-0.023,-0.010
'0:31.779',-0.137,-0.027,-0.012,0.001,-0.008,0.013
'0:31.780',-0.134,-0.058,-0.012,0.014,0.007,0.034
'0:31.781',-0.130,-0.086,-0.012,0.026,0.020,0.052
'0:31.782',-0.123,-0.110,-0.012,0.036,0.030,0.067
'0:31.783',-0.126,-0.128,-0.012,0.043,0.036,0.076
'0:31.784',-0.126,-0.136,-0.013,0.045,0.038,0.079
'0:31.785',-0.124,-0.136,-0.015,0.044,0.035,0.074
'0:31.786',-0.128,-0.128,-0.016,0.038,0.027,0.066
'0:31.787',-0.130,-0.110,-0.016,0.029,0.017,0.051
'0:31.788',-0.124,-0.086,-0.017,0.018,0.005,0.033
'0:31.789',-0.128,-0.058,-0.017,0.006,-0.009,0.013
'0:31.790',-0.133,-0.028,-0.017,-0.006,-0.023,-0.006
'0:31.791',-0.135,0.002,-0.016,-0.016,-0.034,-0.023
'0:31.792',-0.134,0.027,-0.015,-0.025,-0.041,-0.036
'0:31.793',-0.131,0.048,-0.014,-0.030,-0.046,-0.044
'0:31.794',-0.135,0.061,-0.012,-0.031,-0.045,-0.046
'0:31.795',-0.146,0.065,-0.011,-0.028,-0.040,-0.044
'0:31.796',-0.155,0.060,-0.008,-0.021,-0.032,-0.037
'0:31.797',-0.163,0.048,-0.006,-0.010,-0.019,-0.026
'0:31.798',-0.171,0.028,-0.002,0.003,-0.006,-0.012
'0:31.799',-0.175,0.004,0.001,0.016,0.009,0.004
'0:31.800',-0.178,-0.021,0.002,0.030,0.022,0.023
'0:31.801',-0.185,-0.046,0.005,0.042,0.035,0.043
'0:31.802',-0.194,-0.067,0.005,0.051,0.045,0.063
'0:31.803',-0.196,-0.082,0.006,0.056,0.050,0.080
'0:31.804',-0.196,-0.089,0.007,0.057,0.052,0.093
'0:31.805',-0.198,-0.087,0.008,0.056,0.050,0.099
'0:31.806',-0.198,-0.078,0.008,0.050,0.045,0.097
'0:31.807',-0.196,-0.059,0.009,0.041,0.035,0.088
'0:31.808',-0.196,-0.033,0.010,0.031,0.023,0.072
'0:31.809',-0.194,-0.004,0.011,0.019,0.011,0.051
'0:31.810',-0.196,0.027,0.013,0.009,0.000,0.031
'0:31.811',-0.196,0.056,0.015,-0.001,-0.011,0.013
'0:31.812',-0.196,0.080,0.017,-0.009,-0.019,-0.002
'0:31.813',-0.194,0.097,0.019,-0.012,-0.023,-0.010
'0:31.814',-0.193,0.106,0.022,-0.014,-0.022,-0.011
'0:31.815',-0.191,0.105,0.023,-0.010,-0.016,-0.006
'0:31.816',-0.181,0.094,0.025,-0.003,-0.007,0.006
'0:31.817',-0.172,0.078,0.026,0.008,0.006,0.021
'0:31.818',-0.173,0.054,0.027,0.021,0.019,0.040
'0:31.819',-0.170,0.027,0.029,0.036,0.034,0.060
'0:31.820',-0.166,0.001,0.029,0.048,0.047,0.078
'0:31.821',-0.168,-0.025,0.031,0.060,0.058,0.093
'0:31.822',-0.170,-0.046,0.032,0.069,0.067,0.104
'0:31.823',-0.167,-0.060,0.033,0.074,0.070,0.111
'0:31.824',-0.162,-0.070,0.031,0.074,0.069,0.113
'0:31.825',-0.161,-0.070,0.031,0.069,0.065,0.108
'0:31.826',-0.173,-0.062,0.028,0.060,0.054,0.097
'0:31.827',-0.180,-0.047,0.025,0.049,0.041,0.082
'0:31.828',-0.171,-0.027,0.021,0.034,0.026,0.062
'0:31.829',-0.178,-0.003,0.017,0.018,0.008,0.040
'0:31.830',-0.198,0.023,0.015,0.002,-0.008,0.016
'0:31.831',-0.206,0.046,0.011,-0.012,-0.022,-0.006
'0:31.832',-0.204,0.066,0.008,-0.023,-0.034,-0.024
'0:31.833',-0.201,0.079,0.005,-0.031,-0.042,-0.036
'0:31.834',-0.199,0.085,0.003,-0.034,-0.044,-0.042
'0:31.835',-0.202,0.083,0.001,-0.034,-0.042,-0.040
'0:31.836',-0.201,0.073,0.001,-0.029,-0.035,-0.031
'0:31.837',-0.196,0.056,0.000,-0.020,-0.024,-0.017
'0:31.838',-0.197,0.034,0.001,-0.009,-0.011,0.001
'0:31.839',-0.198,0.008,0.002,0.005,0.005,0.021
'0:31.840',-0.199,-0.018,0.003,0.017,0.018,0.041
'0:31.841',-0.204,-0.041,0.005,0.030,0.031,0.058
'0:31.842',-0.203,-0.061,0.007,0.040,0.041,0.071
'0:31.843',-0.201,-0.074,0.008,0.047,0.046,0.081
'0:31.844',-0.204,-0.081,0.011,0.049,0.048,0.083
'0:31.845',-0.209,-0.080,0.012,0.049,0.046,0.081
'0:31.846',-0.212,-0.070,0.015,0.045,0.041,0.073
'0:31.847',-0.203,-0.052,0.016,0.038,0.032,0.061
'0:31.848',-0.193,-0.028,0.017,0.029,0.023,0.046
'0:31.849',-0.189,0.000,0.019,0.019,0.012,0.030
'0:31.850',-0.183,0.030,0.020,0.009,0.003,0.015
'0:31.851',-0.173,0.059,0.023,0.001,-0.006,0.001
'0:31.852',-0.167,0.083,0.026,-0.006,-0.011,-0.010
'0:31.853',-0.171,0.101,0.027,-0.009,-0.014,-0.015
'0:31.854',-0.178,0.111,0.029,-0.008,-0.013,-0.016
'0:31.855',-0.181,0.112,0.030,-0.005,-0.008,-0.013
'0:31.856',-0.175,0.104,0.031,0.001,-0.001,-0.004
'0:31.857',-0.175,0.086,0.031,0.010,0.010,0.010
'0:31.858',-0.180,0.063,0.031,0.021,0.022,0.028
'0:31.859',-0.187,0.036,0.031,0.031,0.035,0.047
'0:31.860',-0.196,0.007,0.029,0.043,0.048,0.068
'0:31.861',-0.204,-0.020,0.028,0.051,0.059,0.087
'0:31.862',-0.202,-0.044,0.026,0.059,0.068,0.103
'0:31.863',-0.202,-0.062,0.025,0.063,0.072,0.113
'0:31.864',-0.204,-0.073,0.024,0.063,0.074,0.117
'0:31.865',-0.205,-0.075,0.023,0.060,0.071,0.115
'0:31.866',-0.208,-0.070,0.021,0.053,0.062,0.106
'0:31.867',-0.208,-0.057,0.019,0.043,0.052,0.090
'0:31.868',-0.209,-0.037,0.016,0.030,0.037,0.071
'0:31.869',-0.218,-0.013,0.014,0.016,0.024,0.048
'0:31.870',-0.223,0.013,0.011,0.002,0.009,0.026
'0:31.871',-0.220,0.038,0.010,-0.011,-0.003,0.005
'0:31.872',-0.213,0.059,0.008,-0.021,-0.013,-0.011
'0:31.873',-0.208,0.076,0.006,-0.026,-0.017,-0.022
'0:31.874',-0.211,0.085,0.006,-0.029,-0.018,-0.026
'0:31.875',-0.220,0.085,0.006,-0.028,-0.015,-0.024
'0:31.876',-0.218,0.078,0.006,-0.022,-0.007,-0.014
'0:31.877',-0.213,0.061,0.007,-0.012,0.004,0.002
'0:31.878',-0.213,0.039,0.007,-0.001,0.017,0.021
'0:31.879',-0.212,0.014,0.008,0.011,0.031,0.042
'0:31.880',-0.210,-0.014,0.008,0.023,0.045,0.064
'0:31.881',-0.217,-0.041,0.008,0.033,0.054,0.082
'0:31.882',-0.223,-0.064,0.006,0.040,0.063,0.096
'0:31.883',-0.226,-0.081,0.005,0.045,0.067,0.104
'0:31.884',-0.232,-0.090,0.003,0.045,0.068,0.107
'0:31.885',-0.237,-0.091,0.001,0.041,0.064,0.104
'0:31.886',-0.239,-0.084,-0.001,0.034,0.058,0.095
'0:31.887',-0.233,-0.069,-0.002,0.025,0.048,0.081
'0:31.888',-0.222,-0.048,-0.005,0.014,0.036,0.066
'0:31.889',-0.222,-0.023,-0.006,0.002,0.024,0.047
'0:31.890',-0.226,0.004,-0.007,-0.009,0.011,0.029
'0:31.891',-0.226,0.029,-0.008,-0.018,-0.001,0.012
'0:31.892',-0.219,0.051,-0.009,-0.025,-0.010,-0.002
'0:31.893',-0.214,0.066,-0.010,-0.031,-0.016,-0.011
'0:31.894',-0.219,0.074,-0.011,-0.032,-0.019,-0.015
'0:31.895',-0.223,0.075,-0.011,-0.031,-0.017,-0.013
'0:31.896',-0.218,0.066,-0.011,-0.025,-0.011,-0.005
'0:31.897',-0.219,0.051,-0.010,-0.017,-0.003,0.008
'0:31.898',-0.223,0.028,-0.009,-0.007,0.009,0.026
'0:31.899',-0.210,0.001,-0.008,0.005,0.024,0.045
'0:31.900',-0.201,-0.027,-0.007,0.016,0.037,0.066
'0:31.901',-0.198,-0.055,-0.006,0.028,0.049,0.085
'0:31.902',-0.191,-0.080,-0.005,0.036,0.058,0.101
'0:31.903',-0.182,-0.096,-0.005,0.041,0.064,0.109
'0:31.904',-0.170,-0.107,-0.006,0.043,0.065,0.110
'0:31.905',-0.163,-0.107,-0.008,0.040,0.061,0.103
'0:31.906',-0.168,-0.100,-0.010,0.032,0.052,0.089
'0:31.907',-0.169,-0.085,-0.012,0.023,0.041,0.068
'0:31.908',-0.161,-0.063,-0.015,0.009,0.027,0.043
'0:31.909',-0.161,-0.039,-0.016,-0.006,0.011,0.017
'0:31.910',-0.166,-0.012,-0.019,-0.020,-0.003,-0.008
'0:31.911',-0.173,0.012,-0.019,-0.031,-0.016,-0.028
'0:31.912',-0.183,0.033,-0.019,-0.040,-0.024,-0.039
'0:31.913',-0.195,0.049,-0.019,-0.045,-0.027,-0.040
'0:31.914',-0.199,0.058,-0.017,-0.045,-0.025,-0.033
'0:31.915',-0.199,0.059,-0.015,-0.038,-0.017,-0.015
'0:31.916',-0.201,0.052,-0.009,-0.028,-0.003,0.010
'0:31.917',-0.207,0.039,-0.003,-0.012,0.017,0.041
'0:31.918',-0.213,0.021,0.005,0.006,0.040,0.076
'0:31.919',-0.217,0.000,0.011,0.026,0.065,0.111
'0:31.920',-0.219,-0.022,0.021,0.048,0.089,0.146
'0:31.921',-0.213,-0.041,0.029,0.068,0.111,0.178
'0:31.922',-0.197,-0.055,0.038,0.086,0.131,0.204
'0:31.923',-0.180,-0.062,0.048,0.101,0.146,0.223
'0:31.924',-0.162,-0.058,0.058,0.112,0.156,0.233
'0:31.925',-0.140,-0.045,0.068,0.120,0.160,0.234
'0:31.926',-0.116,-0.022,0.077,0.124,0.160,0.226
'0:31.927',-0.086,0.010,0.088,0.124,0.156,0.210
'0:31.928',-0.047,0.048,0.098,0.122,0.147,0.185
'0:31.929',-0.001,0.091,0.108,0.119,0.137,0.154
'0:31.930',0.056,0.136,0.115,0.113,0.123,0.117
'0:31.931',0.128,0.179,0.123,0.107,0.108,0.079
'0:31.932',0.199,0.218,0.130,0.100,0.093,0.040
'0:31.933',0.277,0.252,0.136,0.094,0.079,0.001
'0:31.934',0.358,0.280,0.144,0.091,0.066,-0.034
'0:31.935',0.436,0.300,0.150,0.090,0.057,-0.065
'0:31.936',0.505,0.313,0.157,0.093,0.051,-0.089
'0:31.937',0.577,0.320,0.163,0.099,0.049,-0.106
'0:31.938',0.660,0.321,0.170,0.106,0.050,-0.118
'0:31.939',0.749,0.316,0.174,0.115,0.053,-0.125
'0:31.940',0.835,0.308,0.178,0.124,0.056,-0.131
'0:31.941',0.907,0.300,0.179,0.130,0.057,-0.140
'0:31.942',0.977,0.295,0.180,0.132,0.053,-0.152
'0:31.943',1.056,0.293,0.181,0.130,0.044,-0.174
'0:31.944',1.137,0.298,0.181,0.122,0.026,-0.206
'0:31.945',1.215,0.311,0.180,0.108,0.001,-0.249
'0:31.946',1.283,0.331,0.178,0.087,-0.031,-0.301
'0:31.947',1.337,0.358,0.177,0.062,-0.068,-0.361
'0:31.948',1.384,0.390,0.174,0.032,-0.108,-0.425
'0:31.949',1.422,0.423,0.169,0.002,-0.148,-0.489
'0:31.950',1.441,0.456,0.162,-0.028,-0.186,-0.548
'0:31.951',1.450,0.482,0.155,-0.056,-0.220,-0.599
'0:31.952',1.454,0.501,0.145,-0.080,-0.248,-0.637
'0:31.953',1.433,0.509,0.135,-0.100,-0.267,-0.660
'0:31.954',1.384,0.503,0.122,-0.114,-0.278,-0.667
'0:31.955',1.311,0.484,0.109,-0.122,-0.280,-0.656
'0:31.956',1.238,0.449,0.094,-0.124,-0.273,-0.626
'0:31.957',1.174,0.401,0.079,-0.124,-0.259,-0.583
'0:31.958',1.101,0.343,0.065,-0.119,-0.239,-0.530
'0:31.959',1.021,0.277,0.047,-0.111,-0.217,-0.470
'0:31.960',0.942,0.209,0.030,-0.102,-0.194,-0.408
'0:31.961',0.850,0.142,0.012,-0.096,-0.172,-0.349
'0:31.962',0.744,0.081,-0.005,-0.091,-0.153,-0.295
'0:31.963',0.639,0.029,-0.021,-0.089,-0.137,-0.249
'0:31.964',0.544,-0.014,-0.036,-0.090,-0.126,-0.211
'0:31.965',0.444,-0.045,-0.051,-0.094,-0.120,-0.183
'0:31.966',0.326,-0.065,-0.062,-0.100,-0.116,-0.161
'0:31.967',0.220,-0.071,-0.071,-0.106,-0.114,-0.146
'0:31.968',0.144,-0.067,-0.077,-0.113,-0.115,-0.137
'0:31.969',0.070,-0.055,-0.079,-0.118,-0.116,-0.131
'0:31.970',-0.019,-0.037,-0.078,-0.122,-0.116,-0.127
'0:31.971',-0.105,-0.017,-0.075,-0.124,-0.114,-0.123
'0:31.972',-0.170,0.001,-0.070,-0.123,-0.110,-0.117
'0:31.973',-0.202,0.017,-0.064,-0.117,-0.102,-0.109
'0:31.974',-0.214,0.027,-0.056,-0.109,-0.091,-0.096
'0:31.975',-0.220,0.030,-0.048,-0.097,-0.076,-0.079
'0:31.976',-0.219,0.026,-0.040,-0.082,-0.058,-0.058
'0:31.977',-0.220,0.015,-0.031,-0.064,-0.037,-0.031
'0:31.978',-0.222,-0.001,-0.022,-0.043,-0.014,-0.001
'0:31.979',-0.220,-0.019,-0.014,-0.023,0.009,0.031
'0:31.980',-0.218,-0.040,-0.007,-0.005,0.029,0.062
'0:31.981',-0.218,-0.060,-0.001,0.011,0.048,0.091
'0:31.982',-0.214,-0.078,0.004,0.025,0.060,0.114
'0:31.983',-0.206,-0.090,0.008,0.032,0.068,0.130
'0:31.984',-0.191,-0.096,0.011,0.037,0.070,0.138
'0:31.985',-0.180,-0.095,0.011,0.036,0.068,0.138
'0:31.986',-0.180,-0.087,0.011,0.031,0.060,0.129
'0:31.987',-0.186,-0.073,0.010,0.023,0.049,0.114
'0:31.988',-0.190,-0.052,0.009,0.011,0.037,0.094
'0:31.989',-0.188,-0.028,0.008,-0.002,0.022,0.070
'0:31.990',-0.185,-0.003,0.005,-0.014,0.008,0.047
'0:31.991',-0.184,0.021,0.003,-0.026,-0.005,0.026
'0:31.992',-0.188,0.043,0.001,-0.034,-0.014,0.010
'0:31.993',-0.192,0.056,0.000,-0.040,-0.018,-0.001
'0:31.994',-0.194,0.065,-0.001,-0.041,-0.019,-0.006
'0:31.995',-0.193,0.064,0.001,-0.038,-0.015,-0.003
'0:31.996',-0.190,0.057,0.002,-0.032,-0.007,0.007
'0:31.997',-0.194,0.043,0.006,-0.021,0.005,0.021
'0:31.998',-0.200,0.023,0.009,-0.007,0.020,0.038
'0:31.999',-0.193,-0.001,0.012,0.008,0.036,0.057
'0:32.000',-0.179,-0.026,0.016,0.023,0.050,0.076
'0:32.001',-0.173,-0.050,0.019,0.036,0.065,0.092
'0:32.002',-0.172,-0.068,0.023,0.048,0.075,0.106
'0:32.003',-0.171,-0.082,0.026,0.056,0.081,0.115
'0:32.004',-0.170,-0.089,0.026,0.060,0.082,0.117
'0:32.005',-0.170,-0.090,0.025,0.058,0.080,0.114
'0:32.006',-0.170,-0.083,0.023,0.051,0.071,0.105
'0:32.007',-0.167,-0.069,0.020,0.040,0.058,0.091
'0:32.008',-0.155,-0.050,0.016,0.026,0.042,0.072
'0:32.009',-0.148,-0.026,0.012,0.011,0.026,0.052
'0:32.010',-0.145,-0.001,0.009,-0.004,0.008,0.031
'0:32.011',-0.145,0.024,0.007,-0.016,-0.006,0.013
'0:32.012',-0.147,0.046,0.006,-0.026,-0.016,-0.003
'0:32.013',-0.150,0.062,0.006,-0.033,-0.021,-0.016
'0:32.014',-0.153,0.071,0.008,-0.034,-0.023,-0.022
'0:32.015',-0.155,0.074,0.010,-0.031,-0.019,-0.022
'0:32.016',-0.146,0.067,0.014,-0.023,-0.010,-0.016
'0:32.017',-0.139,0.053,0.017,-0.012,0.002,-0.004
'0:32.018',-0.142,0.033,0.019,0.001,0.016,0.013
'0:32.019',-0.146,0.008,0.021,0.016,0.030,0.033
'0:32.020',-0.146,-0.020,0.021,0.029,0.044,0.056
'0:32.021',-0.147,-0.046,0.021,0.040,0.057,0.076
'0:32.022',-0.148,-0.070,0.019,0.049,0.065,0.095
'0:32.023',-0.150,-0.088,0.017,0.053,0.069,0.108
'0:32.024',-0.151,-0.100,0.015,0.054,0.070,0.116
'0:32.025',-0.145,-0.102,0.012,0.051,0.065,0.115
'0:32.026',-0.141,-0.096,0.010,0.046,0.058,0.107
'0:32.027',-0.136,-0.082,0.008,0.036,0.045,0.092
'0:32.028',-0.130,-0.062,0.006,0.024,0.031,0.073
'0:32.029',-0.129,-0.037,0.005,0.011,0.016,0.051
'0:32.030',-0.128,-0.011,0.002,-0.001,0.001,0.027
'0:32.031',-0.124,0.015,0.002,-0.012,-0.013,0.007
'0:32.032',-0.124,0.037,0.001,-0.021,-0.022,-0.011
'0:32.033',-0.124,0.054,0.001,-0.027,-0.027,-0.019
'0:32.034',-0.122,0.063,0.001,-0.029,-0.027,-0.020
'0:32.035',-0.121,0.065,0.002,-0.026,-0.022,-0.014
'0:32.036',-0.124,0.057,0.005,-0.020,-0.013,-0.001
'0:32.037',-0.128,0.043,0.006,-0.009,-0.001,0.016
'0:32.038',-0.136,0.021,0.008,0.003,0.013,0.037
'0:32.039',-0.137,-0.005,0.008,0.015,0.027,0.058
'0:32.040',-0.140,-0.032,0.009,0.026,0.039,0.077
'0:32.041',-0.145,-0.060,0.008,0.036,0.049,0.093
'0:32.042',-0.148,-0.086,0.006,0.043,0.055,0.103
'0:32.043',-0.155,-0.106,0.003,0.044,0.056,0.108
'0:32.044',-0.154,-0.118,-0.001,0.043,0.053,0.107
'0:32.045',-0.151,-0.122,-0.005,0.036,0.046,0.100
'0:32.046',-0.149,-0.120,-0.009,0.028,0.036,0.088
'0:32.047',-0.149,-0.106,-0.012,0.016,0.021,0.071
'0:32.048',-0.143,-0.087,-0.015,0.003,0.007,0.051
'0:32.049',-0.145,-0.061,-0.017,-0.011,-0.007,0.029
'0:32.050',-0.145,-0.033,-0.019,-0.023,-0.021,0.008
'0:32.051',-0.138,-0.006,-0.019,-0.034,-0.032,-0.011
'0:32.052',-0.131,0.018,-0.019,-0.041,-0.041,-0.028
'0:32.053',-0.130,0.036,-0.019,-0.046,-0.046,-0.040
'0:32.054',-0.124,0.047,-0.019,-0.047,-0.048,-0.046
'0:32.055',-0.120,0.048,-0.019,-0.045,-0.046,-0.046
'0:32.056',-0.115,0.041,-0.019,-0.040,-0.040,-0.041
'0:32.057',-0.111,0.024,-0.019,-0.030,-0.031,-0.029
'0:32.058',-0.116,0.002,-0.018,-0.020,-0.021,-0.013
'0:32.059',-0.117,-0.026,-0.019,-0.009,-0.007,0.007
'0:32.060',-0.111,-0.054,-0.019,0.001,0.005,0.026
'0:32.061',-0.106,-0.081,-0.020,0.011,0.015,0.044
'0:32.062',-0.105,-0.105,-0.021,0.019,0.023,0.060
'0:32.063',-0.102,-0.122,-0.023,0.023,0.027,0.069
'0:32.064',-0.093,-0.130,-0.023,0.025,0.027,0.073
'0:32.065',-0.088,-0.130,-0.025,0.023,0.025,0.071
'0:32.066',-0.091,-0.121,-0.026,0.018,0.017,0.062
'0:32.067',-0.092,-0.104,-0.027,0.009,0.008,0.049
'0:32.068',-0.092,-0.080,-0.027,0.000,-0.004,0.031
'0:32.069',-0.093,-0.052,-0.029,-0.011,-0.016,0.013
'0:32.070',-0.096,-0.023,-0.028,-0.021,-0.028,-0.006
'0:32.071',-0.099,0.005,-0.027,-0.032,-0.038,-0.024
'0:32.072',-0.100,0.027,-0.026,-0.040,-0.046,-0.040
'0:32.073',-0.097,0.043,-0.026,-0.045,-0.049,-0.049
'0:32.074',-0.099,0.051,-0.025,-0.046,-0.051,-0.055
'0:32.075',-0.102,0.051,-0.024,-0.045,-0.046,-0.054
'0:32.076',-0.103,0.043,-0.023,-0.040,-0.039,-0.048
'0:32.077',-0.105,0.026,-0.022,-0.031,-0.028,-0.036
'0:32.078',-0.107,0.003,-0.021,-0.020,-0.015,-0.018
'0:32.079',-0.105,-0.023,-0.019,-0.008,-0.001,0.004
'0:32.080',-0.100,-0.050,-0.018,0.006,0.013,0.027
'0:32.081',-0.097,-0.076,-0.017,0.018,0.027,0.049
'0:32.082',-0.101,-0.098,-0.016,0.028,0.037,0.069
